job_name,target,predicate,iptm,ptm,ranking_score,created_utc
of3_holo_DNM1L_e69a520e,DNM1L,af3_holo_iptm,0.205,0.183,,2026-07-29
of3_holo_MAPK13_c2a72ff7,MAPK13,af3_holo_iptm,0.205,0.226,,2026-07-29
of3_holo_KEAP1_b687bb45,KEAP1,af3_holo_iptm,0.205,0.463,,2026-08-02
of3_holo_MAPK11_18abbcca,MAPK11,af3_holo_iptm,0.205,0.206,,2026-07-29
of3_holo_MAPK11_1c3a5ce2,MAPK11,af3_holo_iptm,0.205,0.213,,2026-07-29
of3_holo_MAPK13_11170d7d,MAPK13,af3_holo_iptm,0.205,0.212,,2026-07-29
of3_holo_KEAP1_3cabc456,KEAP1,af3_holo_iptm,0.205,0.451,,2026-07-29
of3_holo_MAPK11_8b16c3fa,MAPK11,af3_holo_iptm,0.205,0.191,,2026-07-29
of3_holo_KEAP1_d218faaa,KEAP1,af3_holo_iptm,0.205,0.450,,2026-07-29
of3_holo_MAPK11_4cdd7c42,MAPK11,af3_holo_iptm,0.205,0.199,,2026-07-29
of3_holo_MAPK13_0abff1e2,MAPK13,af3_holo_iptm,0.205,0.215,,2026-07-29
of3_holo_MAPKAPK2_ffbd96a2,MAPKAPK2,af3_holo_iptm,0.205,0.213,,2026-07-29
of3_holo_MAPK14_efa56953,MAPK14,af3_holo_iptm,0.205,0.211,,2026-07-29
of3_holo_KEAP1_71333318,KEAP1,af3_holo_iptm,0.205,0.452,,2026-07-29
of3_holo_MAPKAPK2_80d5ad2b,MAPKAPK2,af3_holo_iptm,0.205,0.212,,2026-07-29
of3_holo_KEAP1_066967c1,KEAP1,af3_holo_iptm,0.205,0.451,,2026-08-02
of3_holo_MAPK11_a9da91cd,MAPK11,af3_holo_iptm,0.205,0.190,,2026-07-29
of3_holo_MAPK11_8e835ca2,MAPK11,af3_holo_iptm,0.205,0.199,,2026-07-29
of3_holo_MAPKAPK2_49582f19,MAPKAPK2,af3_holo_iptm,0.205,0.213,,2026-07-29
of3_holo_MAPK14_b727a809,MAPK14,af3_holo_iptm,0.205,0.196,,2026-07-29
of3_holo_MAPK11_30208a1c,MAPK11,af3_holo_iptm,0.205,0.199,,2026-07-29
of3_holo_MAPK14_9277365a,MAPK14,af3_holo_iptm,0.205,0.207,,2026-07-29
of3_holo_MAPKAPK2_4163ad65,MAPKAPK2,af3_holo_iptm,0.205,0.210,,2026-07-29
of3_holo_MAPKAPK2_8a7db1dd,MAPKAPK2,af3_holo_iptm,0.204,0.214,,2026-08-02
of3_holo_KEAP1_b3b40e8c,KEAP1,af3_holo_iptm,0.204,0.441,,2026-07-29
of3_holo_MAPKAPK2_bad4df5a,MAPKAPK2,af3_holo_iptm,0.204,0.210,,2026-07-29
of3_holo_KEAP1_b1a7f9ed,KEAP1,af3_holo_iptm,0.204,0.451,,2026-07-29
of3_holo_KEAP1_bbfa6941,KEAP1,af3_holo_iptm,0.204,0.451,,2026-07-29
of3_holo_MAPKAPK2_ad590312,MAPKAPK2,af3_holo_iptm,0.204,0.212,,2026-07-29
of3_holo_MAPK11_9124d3d5,MAPK11,af3_holo_iptm,0.204,0.193,,2026-07-29
of3_holo_MAPK11_9d199881,MAPK11,af3_holo_iptm,0.204,0.196,,2026-07-29
of3_holo_MAPK14_ab815206,MAPK14,af3_holo_iptm,0.204,0.212,,2026-07-29
of3_holo_MAPK11_17c02ae1,MAPK11,af3_holo_iptm,0.204,0.200,,2026-07-29
of3_holo_MAPKAPK2_36d53877,MAPKAPK2,af3_holo_iptm,0.204,0.219,,2026-07-29
of3_holo_MAPK11_1f86f969,MAPK11,af3_holo_iptm,0.204,0.210,,2026-07-29
of3_holo_KEAP1_ad431533,KEAP1,af3_holo_iptm,0.204,0.443,,2026-08-02
of3_holo_MAPK14_a9204f9d,MAPK14,af3_holo_iptm,0.204,0.218,,2026-07-29
of3_holo_KEAP1_f6e8ca93,KEAP1,af3_holo_iptm,0.204,0.454,,2026-08-01
of3_holo_MAPK11_a0e07cc1,MAPK11,af3_holo_iptm,0.204,0.187,,2026-07-29
of3_holo_KEAP1_99ca4ae3,KEAP1,af3_holo_iptm,0.204,0.452,,2026-07-29
of3_holo_DNM1L_3e5f5db1,DNM1L,af3_holo_iptm,0.204,0.190,,2026-07-29
of3_holo_MAPK14_e4e4694e,MAPK14,af3_holo_iptm,0.204,0.201,,2026-08-02
of3_holo_KEAP1_b5147ed6,KEAP1,af3_holo_iptm,0.204,0.450,,2026-08-02
of3_holo_MAPK11_34fe8f45,MAPK11,af3_holo_iptm,0.203,0.206,,2026-07-29
of3_holo_MAPK11_a86f9032,MAPK11,af3_holo_iptm,0.203,0.217,,2026-07-29
of3_holo_MAPK11_2d7c6d86,MAPK11,af3_holo_iptm,0.203,0.203,,2026-07-29
of3_holo_MAPK14_10738571,MAPK14,af3_holo_iptm,0.203,0.204,,2026-07-29
of3_holo_KEAP1_deea4e3c,KEAP1,af3_holo_iptm,0.203,0.452,,2026-08-02
of3_holo_MAPK14_b030cfd2,MAPK14,af3_holo_iptm,0.203,0.216,,2026-07-29
of3_holo_MAPK14_ba86adcf,MAPK14,af3_holo_iptm,0.203,0.178,,2026-07-29
of3_holo_KEAP1_bf0b8eb7,KEAP1,af3_holo_iptm,0.203,0.457,,2026-08-02
of3_holo_MAPK14_5e1fb2fd,MAPK14,af3_holo_iptm,0.203,0.218,,2026-07-29
of3_holo_MAPK14_82d1263e,MAPK14,af3_holo_iptm,0.203,0.211,,2026-08-02
of3_holo_MAPK11_0e573626,MAPK11,af3_holo_iptm,0.203,0.239,,2026-07-29
of3_holo_MAPKAPK2_932c92d0,MAPKAPK2,af3_holo_iptm,0.203,0.227,,2026-07-29
of3_holo_MAPK11_36725c99,MAPK11,af3_holo_iptm,0.203,0.195,,2026-07-29
of3_holo_MAPK14_dd61cce4,MAPK14,af3_holo_iptm,0.203,0.215,,2026-07-29
of3_holo_MAPK11_3df5053f,MAPK11,af3_holo_iptm,0.203,0.205,,2026-07-29
of3_holo_KEAP1_59c452ff,KEAP1,af3_holo_iptm,0.203,0.453,,2026-07-29
of3_holo_MAPK11_3484905b,MAPK11,af3_holo_iptm,0.202,0.193,,2026-07-29
of3_holo_MAPK11_312649d1,MAPK11,af3_holo_iptm,0.202,0.245,,2026-07-29
of3_holo_MAPK11_9def757a,MAPK11,af3_holo_iptm,0.202,0.229,,2026-07-29
of3_holo_MAPK11_9edcadaf,MAPK11,af3_holo_iptm,0.202,0.240,,2026-07-29
of3_holo_MAPK11_1c9bca88,MAPK11,af3_holo_iptm,0.202,0.192,,2026-07-29
of3_holo_MAPKAPK2_79891dd8,MAPKAPK2,af3_holo_iptm,0.202,0.216,,2026-07-29
of3_holo_MAPK11_5a4aae9a,MAPK11,af3_holo_iptm,0.202,0.200,,2026-07-29
of3_holo_MAPK14_ee5c8c96,MAPK14,af3_holo_iptm,0.202,0.229,,2026-07-29
of3_holo_MAPK14_3f7b3e8f,MAPK14,af3_holo_iptm,0.202,0.206,,2026-08-02
of3_holo_MAPK11_dd482d2c,MAPK11,af3_holo_iptm,0.202,0.195,,2026-07-29
of3_holo_MAPK14_74dfef49,MAPK14,af3_holo_iptm,0.202,0.179,,2026-07-29
of3_holo_KEAP1_1c73daca,KEAP1,af3_holo_iptm,0.202,0.449,,2026-07-29
of3_holo_MAPKAPK2_0782435e,MAPKAPK2,af3_holo_iptm,0.202,0.217,,2026-07-29
of3_holo_MAPK11_4e03061b,MAPK11,af3_holo_iptm,0.202,0.256,,2026-07-29
of3_holo_KEAP1_c7243ae0,KEAP1,af3_holo_iptm,0.202,0.451,,2026-07-29
of3_holo_MAPKAPK2_b7cb8f2d,MAPKAPK2,af3_holo_iptm,0.202,0.218,,2026-07-29
of3_holo_MAPKAPK2_ba04dcaf,MAPKAPK2,af3_holo_iptm,0.202,0.196,,2026-07-29
of3_holo_MAPK11_e1f08e3a,MAPK11,af3_holo_iptm,0.201,0.195,,2026-07-29
of3_holo_MAPK14_d2879f76,MAPK14,af3_holo_iptm,0.201,0.184,,2026-07-29
of3_holo_MAPK14_9b00b4ff,MAPK14,af3_holo_iptm,0.201,0.199,,2026-07-29
of3_holo_MAPK11_2f12366d,MAPK11,af3_holo_iptm,0.201,0.225,,2026-07-29
of3_holo_MAPK11_45891b2b,MAPK11,af3_holo_iptm,0.201,0.196,,2026-07-29
of3_holo_MAPK14_9e994a4c,MAPK14,af3_holo_iptm,0.201,0.199,,2026-07-29
of3_holo_MAPK14_107178bb,MAPK14,af3_holo_iptm,0.201,0.206,,2026-07-29
of3_holo_MAPK14_2809a1a2,MAPK14,af3_holo_iptm,0.201,0.201,,2026-07-29
of3_holo_MAPK11_403057a7,MAPK11,af3_holo_iptm,0.201,0.192,,2026-07-29
of3_holo_MAPK11_f46d622d,MAPK11,af3_holo_iptm,0.201,0.216,,2026-07-29
of3_holo_KEAP1_fb3d6694,KEAP1,af3_holo_iptm,0.201,0.449,,2026-07-29
of3_holo_MAPK11_98a11e89,MAPK11,af3_holo_iptm,0.201,0.205,,2026-07-29
of3_holo_MAPK11_655682e7,MAPK11,af3_holo_iptm,0.201,0.351,,2026-07-29
of3_holo_MAPK11_5d469977,MAPK11,af3_holo_iptm,0.201,0.241,,2026-07-29
of3_holo_MAPK14_7cebf659,MAPK14,af3_holo_iptm,0.201,0.190,,2026-07-29
of3_holo_MAPK11_a136cc6e,MAPK11,af3_holo_iptm,0.200,0.201,,2026-07-29
of3_holo_MAPK11_bcca7e2a,MAPK11,af3_holo_iptm,0.200,0.200,,2026-07-29
of3_holo_MAPKAPK2_5775d55e,MAPKAPK2,af3_holo_iptm,0.200,0.210,,2026-07-29
of3_holo_MAPK11_681b8950,MAPK11,af3_holo_iptm,0.200,0.194,,2026-07-29
of3_holo_KEAP1_6c4dff9f,KEAP1,af3_holo_iptm,0.200,0.462,,2026-07-29
of3_holo_MAPK13_e3de2b69,MAPK13,af3_holo_iptm,0.200,0.209,,2026-07-29
of3_holo_MAPK14_19b59039,MAPK14,af3_holo_iptm,0.200,0.197,,2026-07-29
of3_holo_MAPK14_4dde0ef1,MAPK14,af3_holo_iptm,0.200,0.196,,2026-07-29
of3_holo_MAPK11_07d42b7c,MAPK11,af3_holo_iptm,0.200,0.224,,2026-07-29
of3_holo_MAPK11_87bf5f8e,MAPK11,af3_holo_iptm,0.200,0.196,,2026-07-29
of3_holo_MAPK11_fb1cd8bd,MAPK11,af3_holo_iptm,0.200,0.211,,2026-07-29
of3_holo_MAPK14_c5189216,MAPK14,af3_holo_iptm,0.200,0.207,,2026-07-29
of3_holo_MAPKAPK2_1face987,MAPKAPK2,af3_holo_iptm,0.200,0.217,,2026-07-29
of3_holo_MAPK11_b12092f8,MAPK11,af3_holo_iptm,0.200,0.254,,2026-07-29
micu1_x_smn1,"",af3_iptm,0.200,0.410,,2026-05-27
binder6682_agrn_x_agrn_lg3_1868_2065,"",af3_iptm,0.200,0.570,0.300,2026-07-23
binder6783_agrn_x_agrn_lg3_1868_2065,"",af3_iptm,0.200,0.600,0.310,2026-07-23
rock1_x_tp53,"",af3_iptm,0.200,0.340,0.470,2026-05-27
39_micu1_x_efhd1,"",af3_iptm,0.200,0.430,0.430,2026-06-10
snrpd1_none_none_x_smn1_260_294,"",af3_iptm,0.200,0.490,0.500,2026-07-08
binder6775_agrn_x_agrn_lg3_1868_2065,"",af3_iptm,0.200,0.620,0.310,2026-07-20
mapk14_x_cfl2,"",af3_iptm,0.200,0.670,0.300,2026-05-26
musk_x_bcl2_2,"",af3_iptm,0.200,0.340,0.330,2026-08-06
dok7_full_x_musk_fz,"",af3_iptm,0.200,0.380,0.460,2026-05-17
rapsn_none_none_x_utrn_1_270,"",af3_iptm,0.200,0.590,0.300,2026-07-29
lrp4_x_rapsn,"",af3_iptm,0.200,0.600,0.280,2026-05-22
59_dpysl2_x_tuba1a,"",af3_iptm,0.200,0.560,0.320,2026-06-07
prkaa2_x_ppargc1a,"",af3_iptm,0.200,0.530,0.500,2026-06-29
keap1_kelch_x_rock2_kd,"",af3_iptm,0.200,0.490,0.290,2026-05-26
limk1_x_pfn2,"",af3_iptm,0.200,0.490,0.310,2026-05-22
ptbp2_x_smn1,"",af3_iptm,0.200,0.330,0.440,2026-07-03
gfra3_x_atf3,"",af3_iptm,0.200,0.530,0.460,2026-05-25
musk_x_nrg1,"",af3_iptm,0.200,0.310,0.440,2026-05-21
ptbp2_x_smn1,"",af3_iptm,0.200,0.330,0.440,2026-07-04
uba1_1_1058_nae1_2,"",af3_iptm,0.200,0.590,0.300,2026-08-06
dok7_x_rapsn,"",af3_iptm,0.200,0.460,0.390,2026-05-29
hif1a_18_80_x_gdnf_none_none,"",af3_iptm,0.200,0.380,0.490,2026-07-15
srsf1_x_fus,"",af3_iptm,0.200,0.240,0.530,2026-07-17
25_lrp4_20_526_x_musk_22_495,"",af3_iptm,0.200,0.330,0.250,2026-06-14
perp_none_none_x_cav3_none_none,"",af3_iptm,0.200,0.450,0.360,2026-07-29
perp_none_none_x_rapsn_none_none,"",af3_iptm,0.200,0.610,0.290,2026-07-29
100_mapk8_x_arrb2,"",af3_iptm,0.200,0.450,0.310,2026-06-18
a_x_b_3385e2fb,"",af3_iptm,0.200,0.230,0.220,2026-07-29
agrn_1391_1576_x_tp53_363_393,"",af3_iptm,0.200,0.670,0.380,2026-07-16
prkaa2_x_ppargc1a,"",af3_iptm,0.200,0.530,0.500,2026-06-30
agrn_lg3z19_x_lrp4_bp1_x_musk_ig12,"",af3_iptm,0.200,0.430,0.260,2026-08-10
deptor_x_fus,"",af3_iptm,0.200,0.310,0.470,2026-05-25
dok7_x_nrg1,"",af3_iptm,0.200,0.290,0.550,2026-05-22
binder7173_agrn_x_agrn_lg3_1868_2065,"",af3_iptm,0.200,0.580,0.330,2026-07-23
agrn_x_lrp4,"",af3_iptm,0.200,0.400,0.260,2026-07-03
binder96_musk_ig1_x_musk_ig1_24_128,"",af3_iptm,0.200,0.540,0.290,2026-07-25
dok7_full_x_musk_fz,"",af3_iptm,0.200,0.380,0.470,2026-05-14
keap1_x_cul3,"",af3_iptm,0.200,0.460,0.360,2026-05-26
ncald_none_none_x_agrn_1_130,"",af3_iptm,0.200,0.540,0.330,2026-07-28
pak4_x_limk2,"",af3_iptm,0.200,0.340,0.380,2026-05-23
55_sirt3_x_ndufa9,"",af3_iptm,0.200,0.520,0.370,2026-06-21
39_mapkapk2_x_rps6ka5,"",af3_iptm,0.200,0.360,0.300,2026-06-14
nmj_musk_ekto_dimer_s7,"",af3_iptm,0.200,0.330,0.270,2026-08-15
limk2_x_dok7,"",af3_iptm,0.200,0.370,0.400,2026-05-23
tp53_323_356_x_limk2_none_none,"",af3_iptm,0.200,0.460,0.360,2026-07-07
dok7_full_x_musk_fz,"",af3_iptm,0.200,0.380,0.460,2026-05-16
39_mapkapk2_x_rps6ka5,"",af3_iptm,0.200,0.360,0.300,2026-06-12
39_micu1_x_efhd1,"",af3_iptm,0.200,0.430,0.430,2026-06-12
cfl1_x_nrg1,"",af3_iptm,0.200,0.280,0.510,2026-06-05
agrn_130_300_x_mdm2_17_125,"",af3_iptm,0.200,0.370,0.360,2026-07-16
nrg1_x_musk,"",af3_iptm,0.200,0.300,0.420,2026-07-17
erbb4_1_251_x_lrp4_1376_1626,"",af3_iptm,0.200,0.520,0.300,2026-07-15
hdac6_cd2_x_rock2_kd,"",af3_iptm,0.200,0.530,0.290,2026-05-29
musk_312_450_x_colq_none_none,"",af3_iptm,0.200,0.290,0.500,2026-07-29
nrg1_x_tp53,"",af3_iptm,0.200,0.310,0.560,2026-05-23
nrg1_176_246_x_lrp4_1656_1905,"",af3_iptm,0.200,0.230,0.570,2026-06-29
agrn_x_ws1bnone_1267,"",af3_iptm,0.200,0.660,0.290,2026-07-03
musk_x_bcl2,"",af3_iptm,0.200,0.340,0.330,2026-05-25
of3_holo_MAPKAPK2_fec11b60,MAPKAPK2,af3_holo_iptm,0.200,0.217,,2026-07-29
of3_holo_MAPK11_d2f200d8,MAPK11,af3_holo_iptm,0.200,0.238,,2026-07-29
of3_holo_MAPK11_511bdb95,MAPK11,af3_holo_iptm,0.200,0.217,,2026-07-29
of3_holo_MAPK13_f85c0fc6,MAPK13,af3_holo_iptm,0.200,0.224,,2026-07-29
of3_holo_MAPKAPK2_48d01b93,MAPKAPK2,af3_holo_iptm,0.200,0.218,,2026-08-02
of3_holo_MAPK11_cefd371f,MAPK11,af3_holo_iptm,0.200,0.196,,2026-07-29
of3_holo_KEAP1_4552627f,KEAP1,af3_holo_iptm,0.200,0.452,,2026-08-01
of3_holo_MAPK11_1d7cafe6,MAPK11,af3_holo_iptm,0.200,0.198,,2026-07-29
of3_holo_MAPK13_d3dde4c9,MAPK13,af3_holo_iptm,0.200,0.233,,2026-07-29
of3_holo_MAPK11_bb7d04b1,MAPK11,af3_holo_iptm,0.200,0.316,,2026-07-29
of3_holo_MAPK11_a888f695,MAPK11,af3_holo_iptm,0.200,0.194,,2026-07-29
of3_holo_MAPK14_1bc86168,MAPK14,af3_holo_iptm,0.199,0.215,,2026-07-29
of3_holo_MAPKAPK2_7209faf5,MAPKAPK2,af3_holo_iptm,0.199,0.213,,2026-08-02
of3_holo_MAPK14_06206f61,MAPK14,af3_holo_iptm,0.199,0.209,,2026-07-29
of3_holo_MAPK14_7df80158,MAPK14,af3_holo_iptm,0.199,0.202,,2026-07-29
of3_holo_MAPK11_2686d83d,MAPK11,af3_holo_iptm,0.199,0.303,,2026-07-29
of3_holo_MAPK14_7c754070,MAPK14,af3_holo_iptm,0.199,0.199,,2026-07-29
of3_holo_KEAP1_e499ae8b,KEAP1,af3_holo_iptm,0.199,0.448,,2026-07-30
of3_holo_KEAP1_79491a53,KEAP1,af3_holo_iptm,0.199,0.461,,2026-07-29
of3_holo_MAPKAPK2_a8cb83bf,MAPKAPK2,af3_holo_iptm,0.199,0.211,,2026-07-29
of3_holo_MAPK14_6aeb6313,MAPK14,af3_holo_iptm,0.199,0.199,,2026-08-02
of3_holo_MAPK14_0eeb7ba8,MAPK14,af3_holo_iptm,0.199,0.201,,2026-07-29
of3_holo_MAPK11_419d6f16,MAPK11,af3_holo_iptm,0.199,0.210,,2026-07-29
of3_holo_MAPK11_eae24a4d,MAPK11,af3_holo_iptm,0.199,0.209,,2026-07-29
of3_holo_MAPK11_42e6bc20,MAPK11,af3_holo_iptm,0.199,0.213,,2026-07-29
of3_holo_MAPK11_7c91baaa,MAPK11,af3_holo_iptm,0.199,0.201,,2026-07-29
of3_holo_MAPK14_fa1802af,MAPK14,af3_holo_iptm,0.199,0.195,,2026-08-02
of3_holo_MAPK11_0cde7aa3,MAPK11,af3_holo_iptm,0.199,0.198,,2026-07-29
of3_holo_MAPKAPK2_b0c7ddc0,MAPKAPK2,af3_holo_iptm,0.198,0.213,,2026-07-29
of3_holo_KEAP1_ed371f26,KEAP1,af3_holo_iptm,0.198,0.454,,2026-08-02
of3_holo_MAPK14_6616742b,MAPK14,af3_holo_iptm,0.198,0.205,,2026-07-29
of3_holo_MAPKAPK2_667b1443,MAPKAPK2,af3_holo_iptm,0.198,0.210,,2026-07-29
of3_holo_MAPK14_2bdc0738,MAPK14,af3_holo_iptm,0.198,0.194,,2026-07-29
of3_holo_MAPK11_9c73a777,MAPK11,af3_holo_iptm,0.198,0.210,,2026-07-29
of3_holo_MAPKAPK2_3e48f412,MAPKAPK2,af3_holo_iptm,0.198,0.211,,2026-07-29
of3_holo_KEAP1_f6eed422,KEAP1,af3_holo_iptm,0.198,0.456,,2026-08-02
of3_holo_MAPK11_215821c2,MAPK11,af3_holo_iptm,0.198,0.197,,2026-07-29
of3_holo_MAPK11_5d50ac87,MAPK11,af3_holo_iptm,0.198,0.223,,2026-07-29
of3_holo_MAPK14_9f25b79d,MAPK14,af3_holo_iptm,0.198,0.180,,2026-07-29
of3_holo_MAPK11_c7b71b6c,MAPK11,af3_holo_iptm,0.198,0.201,,2026-07-29
of3_holo_MAPK13_0c94aa33,MAPK13,af3_holo_iptm,0.198,0.207,,2026-07-29
of3_holo_MAPK11_27d80341,MAPK11,af3_holo_iptm,0.198,0.191,,2026-07-29
of3_holo_DNM1L_8e4e4f7e,DNM1L,af3_holo_iptm,0.198,0.200,,2026-07-31
of3_holo_MAPKAPK2_6fe8c0f3,MAPKAPK2,af3_holo_iptm,0.198,0.215,,2026-07-29
of3_holo_MAPK11_75169df2,MAPK11,af3_holo_iptm,0.198,0.193,,2026-07-29
of3_holo_MAPKAPK2_975100dd,MAPKAPK2,af3_holo_iptm,0.198,0.210,,2026-07-29
of3_holo_MAPK14_00e8a58c,MAPK14,af3_holo_iptm,0.198,0.199,,2026-07-29
of3_holo_MAPK11_c22f17c6,MAPK11,af3_holo_iptm,0.198,0.335,,2026-07-29
of3_holo_KEAP1_81ab7a94,KEAP1,af3_holo_iptm,0.198,0.458,,2026-08-02
of3_holo_KEAP1_21ed58ba,KEAP1,af3_holo_iptm,0.198,0.450,,2026-08-01
of3_holo_MAPK12_73ba2ac6,MAPK12,af3_holo_iptm,0.198,0.203,,2026-07-29
of3_holo_MAPK14_f991b04a,MAPK14,af3_holo_iptm,0.198,0.224,,2026-07-29
of3_holo_MAPK14_06c5abd0,MAPK14,af3_holo_iptm,0.198,0.210,,2026-07-29
of3_holo_KEAP1_5173b0da,KEAP1,af3_holo_iptm,0.198,0.450,,2026-08-02
of3_holo_KEAP1_954b057c,KEAP1,af3_holo_iptm,0.197,0.450,,2026-08-02
of3_holo_KEAP1_a4c2d052,KEAP1,af3_holo_iptm,0.197,0.450,,2026-07-29
of3_holo_MAPK13_872e71e8,MAPK13,af3_holo_iptm,0.197,0.206,,2026-07-29
of3_holo_MAPK11_a80322d2,MAPK11,af3_holo_iptm,0.197,0.193,,2026-07-29
of3_holo_MAPK12_c772f9af,MAPK12,af3_holo_iptm,0.197,0.221,,2026-07-29
of3_holo_MAPK13_826ad462,MAPK13,af3_holo_iptm,0.197,0.207,,2026-07-29
of3_holo_MAPK14_58505557,MAPK14,af3_holo_iptm,0.197,0.200,,2026-07-29
of3_holo_MAPKAPK2_a26b9bd8,MAPKAPK2,af3_holo_iptm,0.197,0.213,,2026-07-29
of3_holo_MAPK13_20ff3bb4,MAPK13,af3_holo_iptm,0.197,0.210,,2026-07-29
of3_holo_KEAP1_fe543759,KEAP1,af3_holo_iptm,0.197,0.450,,2026-08-01
of3_holo_MAPK11_2733d569,MAPK11,af3_holo_iptm,0.197,0.192,,2026-07-29
of3_holo_KEAP1_6ff5d209,KEAP1,af3_holo_iptm,0.197,0.443,,2026-07-29
of3_holo_MAPK11_1b1d3bb6,MAPK11,af3_holo_iptm,0.197,0.218,,2026-07-29
of3_holo_MAPKAPK2_63856d59,MAPKAPK2,af3_holo_iptm,0.197,0.210,,2026-07-29
of3_holo_MAPK13_e5c908ab,MAPK13,af3_holo_iptm,0.197,0.226,,2026-07-29
of3_holo_MAPK14_0bc53366,MAPK14,af3_holo_iptm,0.197,0.195,,2026-07-29
of3_holo_MAPK14_e147ed76,MAPK14,af3_holo_iptm,0.197,0.196,,2026-07-29
of3_holo_MAPKAPK2_2c33fa8a,MAPKAPK2,af3_holo_iptm,0.197,0.214,,2026-07-29
of3_holo_MAPKAPK2_8dd07d6c,MAPKAPK2,af3_holo_iptm,0.197,0.216,,2026-07-29
of3_holo_MAPK11_0f1496e9,MAPK11,af3_holo_iptm,0.197,0.192,,2026-07-29
of3_holo_KEAP1_ae02289a,KEAP1,af3_holo_iptm,0.197,0.455,,2026-08-02
of3_holo_MAPK14_037fd74a,MAPK14,af3_holo_iptm,0.197,0.182,,2026-07-29
of3_holo_MAPK11_6e114076,MAPK11,af3_holo_iptm,0.197,0.205,,2026-07-29
of3_holo_MAPK11_97fd25e9,MAPK11,af3_holo_iptm,0.197,0.214,,2026-07-29
of3_holo_MAPK14_d203c541,MAPK14,af3_holo_iptm,0.197,0.201,,2026-07-29
of3_holo_MAPK13_57c23ca1,MAPK13,af3_holo_iptm,0.196,0.212,,2026-07-29
of3_holo_MAPK11_50b80414,MAPK11,af3_holo_iptm,0.196,0.207,,2026-07-29
of3_holo_KEAP1_ce22e6d7,KEAP1,af3_holo_iptm,0.196,0.449,,2026-07-29
of3_holo_MAPK14_c66be12c,MAPK14,af3_holo_iptm,0.196,0.217,,2026-07-29
of3_holo_MAPK14_5a1532b4,MAPK14,af3_holo_iptm,0.196,0.214,,2026-07-29
of3_holo_MAPKAPK2_2180cd67,MAPKAPK2,af3_holo_iptm,0.196,0.211,,2026-07-29
of3_holo_MAPKAPK2_541ce326,MAPKAPK2,af3_holo_iptm,0.196,0.205,,2026-07-29
of3_holo_MAPK14_8f7e27b0,MAPK14,af3_holo_iptm,0.196,0.209,,2026-08-02
of3_holo_MAPK14_69b0ad71,MAPK14,af3_holo_iptm,0.196,0.214,,2026-07-29
of3_holo_MAPK13_a7c62a37,MAPK13,af3_holo_iptm,0.196,0.233,,2026-07-29
of3_holo_MAPK11_9dc8ee8c,MAPK11,af3_holo_iptm,0.196,0.192,,2026-07-29
of3_holo_MAPK14_ce62ace6,MAPK14,af3_holo_iptm,0.196,0.207,,2026-08-02
of3_holo_KEAP1_7c47d49c,KEAP1,af3_holo_iptm,0.196,0.459,,2026-08-02
of3_holo_MAPK14_6d6e1816,MAPK14,af3_holo_iptm,0.196,0.198,,2026-08-02
of3_holo_DNM1L_34e5af88,DNM1L,af3_holo_iptm,0.196,0.196,,2026-08-11
of3_holo_MAPK11_9b677ccf,MAPK11,af3_holo_iptm,0.196,0.195,,2026-07-29
of3_holo_MAPKAPK2_b49f84b5,MAPKAPK2,af3_holo_iptm,0.196,0.211,,2026-07-29
of3_holo_MAPK11_74e6253f,MAPK11,af3_holo_iptm,0.195,0.189,,2026-07-29
of3_holo_MAPK11_43fd6a47,MAPK11,af3_holo_iptm,0.195,0.205,,2026-07-29
of3_holo_MAPK11_ba0b20e1,MAPK11,af3_holo_iptm,0.195,0.198,,2026-07-29
of3_holo_KEAP1_cde28454,KEAP1,af3_holo_iptm,0.195,0.452,,2026-07-31
of3_holo_MAPK11_87243d5a,MAPK11,af3_holo_iptm,0.195,0.213,,2026-07-29
of3_holo_DNM1L_56f026b6,DNM1L,af3_holo_iptm,0.195,0.192,,2026-07-29
of3_holo_MAPKAPK2_f6904113,MAPKAPK2,af3_holo_iptm,0.195,0.212,,2026-07-29
of3_holo_MAPK14_fb7025f9,MAPK14,af3_holo_iptm,0.195,0.194,,2026-07-29
of3_holo_MAPK14_422960e0,MAPK14,af3_holo_iptm,0.195,0.217,,2026-07-29
of3_holo_MAPK11_36ea0939,MAPK11,af3_holo_iptm,0.195,0.205,,2026-07-29
of3_holo_MAPK13_be84f136,MAPK13,af3_holo_iptm,0.195,0.204,,2026-07-29
of3_holo_MAPK14_c323c74e,MAPK14,af3_holo_iptm,0.195,0.192,,2026-07-29
of3_holo_KEAP1_fbb2c96f,KEAP1,af3_holo_iptm,0.195,0.451,,2026-07-29
of3_holo_KEAP1_4e0e6634,KEAP1,af3_holo_iptm,0.195,0.452,,2026-08-02
of3_holo_MAPK11_e3755bb4,MAPK11,af3_holo_iptm,0.195,0.193,,2026-07-29
of3_holo_KEAP1_95bf44f4,KEAP1,af3_holo_iptm,0.195,0.452,,2026-08-02
of3_holo_DNM1L_338c4da1,DNM1L,af3_holo_iptm,0.195,0.187,,2026-07-29
of3_holo_MAPK14_6762e02e,MAPK14,af3_holo_iptm,0.195,0.211,,2026-07-29
of3_holo_MAPKAPK2_07eb35ff,MAPKAPK2,af3_holo_iptm,0.195,0.212,,2026-08-02
of3_holo_MAPKAPK2_5a111b1a,MAPKAPK2,af3_holo_iptm,0.195,0.202,,2026-07-29
