uniprot	cos_SMN1_P14639	cos_SMN2_Q16637	cos_ROCK2_O75116	cos_TP53_P04637	cos_PERP_P60468	sig_down	sig_up	signature_score	gene	ensembl	sc_ntpm	cortex_ntpm	skm_ntpm	heart_ntpm	description	protein_class	is_anchor
P49326	-0.46520147	-0.50353587	-0.35294804	-0.636087	-0.67971873	-0.5003511	-0.636087	-0.56821907	FMO5	ENSG00000131781	5.3	1.2	0.7	3.1	Flavin containing dimethylaniline monoxygenase 5	Cancer-related genes, Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins	False
Q9H6X2	-0.5124999	-0.29327652	-0.4892205	-0.64940387	-0.65368986	-0.4871717	-0.64940387	-0.5682878	ANTXR1	ENSG00000169604	22.7	21.0	10.8	39.2	ANTXR cell adhesion molecule 1	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	False
P26012	-0.44277132	-0.2761131	-0.450665	-0.6733398	-0.683719	-0.4633171	-0.6733398	-0.56832844	ITGB8	ENSG00000105855	13.6	16.5	0.2	2.7	Integrin subunit beta 8	Cancer-related genes, Predicted membrane proteins	False
Q8IWZ6	-0.5104409	-0.3864397	-0.3777038	-0.6466823	-0.6863805	-0.49024123	-0.6466823	-0.5684618	BBS7	ENSG00000138686	5.7	14.4	3.5	4.5	Bardet-Biedl syndrome 7	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False
P04180	-0.4904966	-0.4707717	-0.51912016	-0.5999777	-0.6714907	-0.53796977	-0.5999777	-0.5689737	LCAT	ENSG00000213398	17.3	19.1	12.7	40.9	Lecithin-cholesterol acyltransferase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins	False
Q96S06	-0.5337914	-0.4181895	-0.6021766	-0.59161425	-0.6322931	-0.5466126	-0.59161425	-0.56911343	LMF1	ENSG00000103227	14.8	11.6	4.0	6.4	Lipase maturation factor 1	Disease related genes, Human disease related genes, Predicted membrane proteins	False
P0DMS8	-0.45957053	-0.4437807	-0.33609876	-0.66733384	-0.6458953	-0.4713363	-0.66733384	-0.5693351	ADORA3	ENSG00000282608	19.8	6.5	0.6	3.3	Adenosine A3 receptor	FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins	False
Q9UBY8	-0.5416516	-0.36824182	-0.5656309	-0.6094665	-0.64354074	-0.52976626	-0.6094665	-0.5696164	CLN8	ENSG00000182372	19.4	6.8	5.4	5.7	CLN8 transmembrane ER and ERGIC protein	Disease related genes, Human disease related genes, Predicted membrane proteins	False
P60953	-0.42175055	-0.5060613	-0.2622915	-0.6713255	-0.68183404	-0.46798432	-0.6713255	-0.56965494	CDC42	ENSG00000070831	135.1	106.7	87.9	94.1	Cell division cycle 42	Disease related genes, Enzymes, Essential proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, RAS pathway related proteins	False
Q8N4M1	-0.48451337	-0.3750909	-0.4936781	-0.6406896	-0.6432781	-0.4991401	-0.6406896	-0.5699149	SLC44A3	ENSG00000143036	6.1	7.8	0.2	3.6	Solute carrier family 44 member 3	Cancer-related genes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters	False
P21964	-0.489563	-0.36734262	-0.46697718	-0.6399497	-0.6793268	-0.5008024	-0.6399497	-0.57037604	COMT	ENSG00000093010	160.1	100.8	91.7	75.6	Catechol-O-methyltransferase	Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	False
P11166	-0.41857624	-0.57052803	-0.2928873	-0.65678036	-0.65564513	-0.48440918	-0.65678036	-0.5705948	SLC2A1	ENSG00000117394	27.4	20.7	1.9	11.1	Solute carrier family 2 member 1	Cancer-related genes, Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	False
Q13822	-0.3476336	-0.3544935	-0.42207128	-0.6883577	-0.6884738	-0.45316806	-0.6883577	-0.5707629	ENPP2	ENSG00000136960	309.8	84.4	8.5	9.8	Ectonucleotide pyrophosphatase/phosphodiesterase 2	Cancer-related genes, Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	False
Q9NPJ3	-0.41788182	-0.49559876	-0.32258028	-0.66319114	-0.68173724	-0.4794495	-0.66319114	-0.5713203	ACOT13	ENSG00000112304	6.4	8.6	11.6	11.3	Acyl-CoA thioesterase 13	Enzymes, Metabolic proteins, Predicted intracellular proteins	False
P21926	-0.36419326	-0.47059384	-0.3569509	-0.68053126	-0.65835845	-0.46252412	-0.68053126	-0.5715277	CD9	ENSG00000010278	259.6	126.8	61.5	224.1	CD9 molecule	Cancer-related genes, CD markers, Plasma proteins, Predicted membrane proteins, Transporters	False
Q9BPX6	-0.5241748	-0.28744245	-0.42630988	-0.6691302	-0.6582856	-0.4740532	-0.6691302	-0.57159173	MICU1	ENSG00000107745	27.3	46.0	69.7	41.2	Mitochondrial calcium uptake 1	Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters	False
P14324	-0.49156177	-0.5006391	-0.42192078	-0.6230309	-0.6691508	-0.5208181	-0.6230309	-0.5719245	FDPS	ENSG00000160752	80.1	72.8	57.0	67.6	Farnesyl diphosphate synthase	Disease related genes, Enzymes, Essential proteins, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	False
Q8NCC3	-0.47300702	-0.5576706	-0.48452514	-0.60117865	-0.6564884	-0.5429228	-0.60117865	-0.5720507	PLA2G15	ENSG00000103066	8.1	11.2	56.3	33.2	Phospholipase A2 group XV	Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins	False
Q96I15	-0.4277588	-0.5394561	-0.3470711	-0.65246856	-0.6533617	-0.49191192	-0.65246856	-0.5721902	SCLY	ENSG00000132330	10.3	7.0	6.3	7.7	Selenocysteine lyase	Enzymes, Metabolic proteins, Predicted intracellular proteins	False
Q8NI22	-0.48739988	-0.30014133	-0.47068587	-0.6632223	-0.66817033	-0.48159936	-0.6632223	-0.5724108	MCFD2	ENSG00000180398	18.5	43.7	77.8	39.3	Multiple coagulation factor deficiency 2, ER cargo receptor complex subunit	Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters	False
Q8TBC4	-0.47603595	-0.4966453	-0.3580044	-0.63485265	-0.70951974	-0.51005137	-0.63485265	-0.572452	UBA3	ENSG00000144744	34.7	31.6	38.9	62.3	Ubiquitin like modifier activating enzyme 3	Enzymes, Essential proteins, Metabolic proteins, Predicted intracellular proteins	False
Q96N66	-0.55582905	-0.36630985	-0.5118892	-0.618423	-0.6721835	-0.5265529	-0.618423	-0.57248795	MBOAT7	ENSG00000125505	19.0	48.6	9.0	15.1	Membrane bound O-acyltransferase domain containing 7	Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters	False
P12277	-0.5208934	-0.38887805	-0.47192037	-0.63935006	-0.6419933	-0.50592124	-0.63935006	-0.57263565	CKB	ENSG00000166165	435.4	1487.2	117.4	422.4	Creatine kinase B	Cancer-related genes, Candidate cardiovascular disease genes, Enzymes, FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	False
P48729	-0.5010691	-0.46766925	-0.24137665	-0.6775272	-0.662084	-0.46804976	-0.6775272	-0.5727885	CSNK1A1	ENSG00000113712	49.5	51.9	79.0	82.0	Casein kinase 1 alpha 1	Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins	False
P05452	-0.42132598	-0.32180664	-0.3932219	-0.6849101	-0.70661074	-0.46074128	-0.6849101	-0.5728257	CLEC3B	ENSG00000163815	43.3	34.6	70.1	298.1	C-type lectin domain family 3 member B	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	False
Q96K19	-0.5088701	-0.37145466	-0.50483143	-0.6399939	-0.6381746	-0.5058327	-0.6399939	-0.5729133	RNF170	ENSG00000120925	16.4	15.1	11.1	7.2	Ring finger protein 170	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted membrane proteins	False
P0C7M8	-0.5294381	-0.2873507	-0.48142213	-0.6583299	-0.6525453	-0.48768902	-0.6583299	-0.5730095	CLEC2L	ENSG00000236279	5.4	37.9	2.9	0.2	C-type lectin domain family 2 member L	Predicted intracellular proteins, Predicted membrane proteins	False
O60493	-0.5483416	-0.45832217	-0.36559927	-0.63941646	-0.6543022	-0.5066413	-0.63941646	-0.5730289	SNX3	ENSG00000112335	198.9	227.9	302.6	249.5	Sorting nexin 3	Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters	False
Q96GM1	-0.58021903	-0.34823018	-0.556908	-0.6139039	-0.6435403	-0.5322244	-0.6139039	-0.57306415	PLPPR2	ENSG00000105520	19.1	43.2	24.3	18.3	Phospholipid phosphatase related 2	Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins	False
P00374	-0.4277023	-0.4065835	-0.34773514	-0.671087	-0.71904457	-0.47526637	-0.671087	-0.5731767	DHFR	ENSG00000228716	25.2	13.7	18.3	6.7	Dihydrofolate reductase	Cancer-related genes, Disease related genes, Enzymes, Essential proteins, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted intracellular proteins	False
P28331	-0.40809983	-0.48604435	-0.34472746	-0.6774993	-0.63680506	-0.46891916	-0.6774993	-0.5732092	NDUFS1	ENSG00000023228	21.1	33.2	210.5	170.1	NADH:ubiquinone oxidoreductase core subunit S1	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	False
Q9BYW1	-0.46886227	-0.543355	-0.38045233	-0.6271257	-0.684647	-0.5193292	-0.6271257	-0.5732274	SLC2A11	ENSG00000133460	7.7	10.5	6.8	10.5	Solute carrier family 2 member 11	Metabolic proteins, Predicted membrane proteins, Transporters	False
Q9UBV7	-0.56844306	-0.3268453	-0.535567	-0.62745404	-0.6461579	-0.5192533	-0.62745404	-0.57335365	B4GALT7	ENSG00000027847	14.6	21.1	19.7	22.8	Beta-1,4-galactosyltransferase 7	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	False
Q15437	-0.532066	-0.50262225	-0.43714407	-0.60063636	-0.7144986	-0.5465827	-0.60063636	-0.57360953	SEC23B	ENSG00000101310	28.8	26.3	5.9	10.2	SEC23 homolog B, COPII coat complex component	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False
Q96G75	-0.52860355	-0.31347093	-0.46839076	-0.6407405	-0.7167936	-0.5068147	-0.6407405	-0.5737776	RMND5B	ENSG00000145916	16.4	25.2	44.3	27.1	Required for meiotic nuclear division 5 homolog B	Enzymes, Predicted intracellular proteins	False
P56817	-0.47096783	-0.34659097	-0.44447857	-0.6637105	-0.67652	-0.48463932	-0.6637105	-0.5741749	BACE1	ENSG00000186318	113.1	45.5	11.0	10.1	Beta-secretase 1	Enzymes, Predicted intracellular proteins, Predicted membrane proteins, Transporters	False
Q9Y216	-0.58589077	-0.3665251	-0.381075	-0.6393316	-0.7038645	-0.50933886	-0.6393316	-0.5743352	MTMR7	ENSG00000003987	10.5	11.6	0.9	0.7	Myotubularin related protein 7	Enzymes, Metabolic proteins, Predicted intracellular proteins	False
Q7KZF4	-0.43910378	-0.398507	-0.3367165	-0.6806476	-0.70042455	-0.46868795	-0.6806476	-0.5746678	SND1	ENSG00000197157	27.1	28.5	39.4	42.4	Staphylococcal nuclease and tudor domain containing 1	Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins	False
Q96MZ0	-0.5224637	-0.23980728	-0.47381827	-0.67391187	-0.6657474	-0.47545916	-0.67391187	-0.5746855	GDAP1L1	ENSG00000124194	6.7	61.9	0.0	1.6	Ganglioside induced differentiation associated protein 1 like 1	Predicted intracellular proteins, Predicted membrane proteins	False
Q6NT16	-0.42390758	-0.47901493	-0.36538976	-0.66697705	-0.66126657	-0.4823947	-0.66697705	-0.5746859	SLC18B1	ENSG00000146409	12.2	27.8	3.0	3.6	Solute carrier family 18 member B1	Predicted membrane proteins, Transporters	False
Q12999	-0.40854406	-0.48588562	-0.42298257	-0.6659219	-0.61667776	-0.4835225	-0.6659219	-0.57472223	TSPAN31	ENSG00000135452	17.7	17.6	15.7	17.9	Tetraspanin 31	Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	False
P51797	-0.48510355	-0.4715864	-0.38422894	-0.65478665	-0.63808894	-0.49475196	-0.65478665	-0.5747693	CLCN6	ENSG00000011021	19.6	23.1	10.8	11.6	Chloride voltage-gated channel 6	Disease related genes, Plasma proteins, Predicted membrane proteins	False
Q9P2J5	-0.45548654	-0.45596117	-0.38254082	-0.65099674	-0.70152867	-0.49887928	-0.65099674	-0.574938	LARS1	ENSG00000133706	30.1	33.3	64.3	33.6	Leucyl-tRNA synthetase 1	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False
Q9Y6A2	-0.44850373	-0.47074336	-0.3463056	-0.65351826	-0.72005856	-0.49640283	-0.65351826	-0.57496053	CYP46A1	ENSG00000036530	11.6	87.7	1.1	4.4	Cytochrome P450 family 46 subfamily A member 1	Enzymes, Metabolic proteins, Predicted intracellular proteins	False
Q8WWM9	-0.49902746	-0.32497364	-0.43015987	-0.66656554	-0.68068075	-0.4837104	-0.66656554	-0.575138	CYGB	ENSG00000161544	7.8	18.3	18.5	112.2	Cytoglobin	Predicted intracellular proteins, Transporters	False
Q6P2H8	-0.5023592	-0.44095904	-0.5096878	-0.63098216	-0.6278825	-0.5202221	-0.63098216	-0.5756022	TMEM53	ENSG00000126106	9.3	9.3	7.2	13.3	Transmembrane protein 53	Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	False
Q04941	-0.4836049	-0.3988807	-0.44781262	-0.6619278	-0.62750876	-0.48945174	-0.6619278	-0.5756898	PLP2	ENSG00000102007	18.8	10.2	95.2	117.2	Proteolipid protein 2	Predicted membrane proteins, Transporters	False
Q9P003	-0.49433	-0.40677994	-0.49341363	-0.6476897	-0.62081474	-0.5038346	-0.6476897	-0.57576215	CNIH4	ENSG00000143771	12.0	12.1	23.6	17.2	Cornichon family AMPA receptor auxiliary protein 4	Predicted membrane proteins	False
O95674	-0.5180512	-0.40035045	-0.49250367	-0.6452632	-0.61462736	-0.5063832	-0.6452632	-0.5758232	CDS2	ENSG00000101290	13.4	27.8	9.2	23.4	CDP-diacylglycerol synthase 2	Enzymes, Metabolic proteins, Plasma proteins, Predicted membrane proteins	False
O95476	-0.53313327	-0.33706832	-0.3840965	-0.67165625	-0.66723615	-0.48038357	-0.67165625	-0.5760199	CTDNEP1	ENSG00000175826	71.6	85.0	395.2	112.3	CTD nuclear envelope phosphatase 1	Enzymes, Essential proteins, Predicted intracellular proteins, Predicted membrane proteins	False
Q6NXT6	-0.62276804	-0.2619086	-0.527426	-0.64121115	-0.6326734	-0.511194	-0.64121115	-0.5762026	TAPT1	ENSG00000169762	14.8	12.8	33.3	8.6	Transmembrane anterior posterior transformation 1	Disease related genes, Human disease related genes, Predicted membrane proteins	False
P07195	-0.4253094	-0.53278875	-0.33919615	-0.6543915	-0.69484824	-0.49803567	-0.6543915	-0.5762136	LDHB	ENSG00000111716	453.4	693.0	294.0	1824.5	Lactate dehydrogenase B	Disease related genes, Enzymes, FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	False
Q96GX9	-0.50133795	-0.43083566	-0.41871747	-0.6423178	-0.6895952	-0.5101216	-0.6423178	-0.5762197	APIP	ENSG00000149089	30.7	11.9	61.5	18.7	APAF1 interacting protein	Enzymes, Metabolic proteins, Predicted intracellular proteins	False
O95292	-0.5341967	-0.2763745	-0.38521814	-0.684478	-0.6787013	-0.46862265	-0.684478	-0.5765503	VAPB	ENSG00000124164	32.7	28.4	43.5	28.0	VAMP associated protein B and C	Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	False
Q9UM21	-0.41595453	-0.38403356	-0.38747162	-0.68637264	-0.67974603	-0.46680143	-0.68637264	-0.576587	MGAT4A	ENSG00000071073	11.4	10.1	3.6	7.3	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A	Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted secreted proteins	False
Q9UPT9	-0.52291274	-0.267711	-0.3805929	-0.68239474	-0.712762	-0.47099468	-0.68239474	-0.5766947	USP22	ENSG00000124422	47.4	86.0	102.5	74.7	Ubiquitin specific peptidase 22	Enzymes, Metabolic proteins, Predicted intracellular proteins	False
O95639	-0.5904855	-0.21730281	-0.44210184	-0.67324793	-0.6708759	-0.4801915	-0.67324793	-0.5767197	CPSF4	ENSG00000160917	15.5	28.3	32.6	15.8	Cleavage and polyadenylation specific factor 4	Essential proteins, Plasma proteins, Predicted intracellular proteins	False
P78348	-0.45244223	-0.41970474	-0.36230838	-0.6796453	-0.6622687	-0.474181	-0.6796453	-0.5769131	ASIC1	ENSG00000110881	6.7	29.4	0.3	2.0	Acid sensing ion channel subunit 1	Predicted membrane proteins	False
P78371	-0.48543686	-0.50907534	-0.42405206	-0.63829005	-0.64581597	-0.51609504	-0.63829005	-0.57719254	CCT2	ENSG00000166226	46.8	62.6	106.2	69.7	Chaperonin containing TCP1 subunit 2	Essential proteins, Plasma proteins, Predicted intracellular proteins	False
Q6YBV0	-0.47631675	-0.45173922	-0.3827079	-0.6680268	-0.635639	-0.4866007	-0.6680268	-0.5773138	SLC36A4	ENSG00000180773	7.1	8.1	2.2	5.6	Solute carrier family 36 member 4	Metabolic proteins, Predicted membrane proteins, Transporters	False
Q9BYH1	-0.5121054	-0.27715603	-0.46169865	-0.6708209	-0.6845599	-0.48387998	-0.6708209	-0.57735044	SEZ6L	ENSG00000100095	6.2	46.3	0.0	1.2	Seizure related 6 homolog like	Predicted membrane proteins	False
P60893	-0.5403564	-0.36782533	-0.42123705	-0.65956295	-0.65153337	-0.49523804	-0.65956295	-0.5774005	GPR85	ENSG00000164604	8.5	11.8	29.7	2.3	G protein-coupled receptor 85	G-protein coupled receptors, Predicted membrane proteins	False
Q9BXJ8	-0.5687294	-0.3574094	-0.5394082	-0.6204457	-0.6738555	-0.5348506	-0.6204457	-0.57764816	TMEM120A	ENSG00000189077	22.4	29.7	71.6	104.4	Transmembrane protein 120A	Predicted intracellular proteins, Predicted membrane proteins, Transporters	False
Q96BZ9	-0.54677105	-0.3269894	-0.43763834	-0.6700561	-0.6327147	-0.48602837	-0.6700561	-0.57804227	TBC1D20	ENSG00000125875	19.7	17.8	22.2	18.0	TBC1 domain family member 20	Disease related genes, Human disease related genes, Predicted membrane proteins	False
Q9H488	-0.455498	-0.41645747	-0.49610588	-0.6489514	-0.6605153	-0.5071442	-0.6489514	-0.5780478	POFUT1	ENSG00000101346	5.8	6.5	12.0	15.8	Protein O-fucosyltransferase 1	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins	False
Q6YP21	-0.39969087	-0.50196594	-0.2872382	-0.68820035	-0.69099957	-0.46997362	-0.68820035	-0.579087	KYAT3	ENSG00000137944	8.6	14.5	9.9	10.7	Kynurenine aminotransferase 3	Enzymes, Metabolic proteins, Predicted intracellular proteins	False
Q9Y2W6	-0.55052966	-0.1838336	-0.4043556	-0.69146013	-0.72981864	-0.46713436	-0.69146013	-0.57929724	TDRKH	ENSG00000182134	6.6	7.2	4.0	3.3	Tudor and KH domain containing	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	False
A6NDV4	-0.58220685	-0.3700262	-0.6045549	-0.61274123	-0.62669325	-0.5458703	-0.61274123	-0.57930577	TMEM8B	ENSG00000137103	13.5	27.1	12.3	15.5	Transmembrane protein 8B	Predicted membrane proteins, Transporters	False
Q15012	-0.53415287	-0.2977756	-0.493761	-0.6663754	-0.6568368	-0.49563158	-0.6663754	-0.5810035	LAPTM4A	ENSG00000068697	95.5	101.9	191.6	302.0	Lysosomal protein transmembrane 4 alpha	Predicted membrane proteins	False
P53597	-0.49140626	-0.48791274	-0.3761152	-0.65415287	-0.67703474	-0.5081172	-0.65415287	-0.58113503	SUCLG1	ENSG00000163541	68.8	67.1	256.8	292.1	Succinate-CoA ligase GDP/ADP-forming subunit alpha	Citric acid cycle related proteins, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False
P19022	-0.43807203	-0.46879232	-0.3638556	-0.66634935	-0.7132099	-0.49598247	-0.66634935	-0.5811659	CDH2	ENSG00000170558	8.6	33.0	0.4	183.5	Cadherin 2	CD markers, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	False
Q9Y3E5	-0.5443855	-0.25623798	-0.44406426	-0.6866749	-0.65810883	-0.47569916	-0.6866749	-0.581187	PTRH2	ENSG00000141378	23.2	24.4	30.6	17.7	Peptidyl-tRNA hydrolase 2	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins	False
P00338	-0.42383218	-0.537238	-0.3379937	-0.66258645	-0.70710087	-0.5015412	-0.66258645	-0.5820638	LDHA	ENSG00000134333	115.7	201.5	845.9	321.8	Lactate dehydrogenase A	Cancer-related genes, Disease related genes, Enzymes, Essential proteins, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	False
P19440	-0.4244338	-0.5445165	-0.39634562	-0.66120744	-0.64964473	-0.5037352	-0.66120744	-0.5824713	GGT1	ENSG00000100031	5.9	3.9	1.8	6.1	Gamma-glutamyltransferase 1	Candidate cardiovascular disease genes, CD markers, Disease related genes, Enzymes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	False
Q9Y6K0	-0.543273	-0.4763536	-0.47384536	-0.635334	-0.625111	-0.52964574	-0.635334	-0.58248985	CEPT1	ENSG00000134255	10.7	10.2	8.7	5.9	Choline/ethanolamine phosphotransferase 1	Enzymes, Essential proteins, Metabolic proteins, Predicted membrane proteins, Transporters	False
P04062	-0.44456083	-0.5013137	-0.43307453	-0.64458734	-0.7054322	-0.5210953	-0.64458734	-0.5828413	GBA1	ENSG00000177628	24.3	25.6	8.5	17.9	Glucosylceramidase beta 1	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	False
P01857	-0.45726258	-0.33299145	-0.442	-0.6834239	-0.6972209	-0.48236874	-0.6834239	-0.5828963	IGHG1	ENSG00000211896	18.2	4.4	12.3	134.4	Immunoglobulin heavy constant gamma 1 (G1m marker)	Disease related genes, FDA approved drug targets, Immunoglobulin genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	False
P11230	-0.5304191	-0.43913454	-0.4122076	-0.64641905	-0.6960137	-0.51944375	-0.64641905	-0.5829314	CHRNB1	ENSG00000170175	13.6	13.9	150.5	11.0	Cholinergic receptor nicotinic beta 1 subunit	Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	False
Q9NYZ1	-0.5684899	-0.3371252	-0.5423006	-0.65339583	-0.603977	-0.5129732	-0.65339583	-0.5831845	TVP23B	ENSG00000171928	13.7	11.6	16.8	21.4	Trans-golgi network vesicle protein 23 homolog B	Predicted membrane proteins	False
O14756	-0.43738946	-0.5697383	-0.4011382	-0.64589435	-0.67952543	-0.52194786	-0.64589435	-0.5839211	HSD17B6	ENSG00000025423	6.9	19.8	0.4	0.8	Hydroxysteroid 17-beta dehydrogenase 6	Enzymes, Metabolic proteins, Predicted intracellular proteins	False
P15259	-0.40381885	-0.5103839	-0.34678	-0.6814072	-0.6863088	-0.4868229	-0.6814072	-0.584115	PGAM2	ENSG00000164708	27.1	13.5	4078.1	1112.4	Phosphoglycerate mutase 2	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False
Q6IA17	-0.5805224	-0.29876232	-0.4989859	-0.64695805	-0.708633	-0.5217259	-0.64695805	-0.584342	SIGIRR	ENSG00000185187	36.9	17.5	6.5	35.0	Single Ig and TIR domain containing	Predicted intracellular proteins, Predicted membrane proteins	False
P27986	-0.5426287	-0.33413145	-0.300458	-0.692505	-0.7299113	-0.47678238	-0.692505	-0.5846437	PIK3R1	ENSG00000145675	22.6	72.5	59.6	73.0	Phosphoinositide-3-kinase regulatory subunit 1	Cancer-related genes, Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, RAS pathway related proteins	False
Q8N8R3	-0.47847795	-0.53754735	-0.41809562	-0.647197	-0.65456736	-0.5221721	-0.647197	-0.58468455	SLC25A29	ENSG00000197119	152.3	47.0	11.5	29.4	Solute carrier family 25 member 29	Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters	False
Q96FZ5	-0.57348764	-0.37366852	-0.55950105	-0.6397605	-0.6152337	-0.53047276	-0.6397605	-0.5851166	CMTM7	ENSG00000153551	16.1	2.4	3.9	9.8	CKLF like MARVEL transmembrane domain containing 7	Predicted membrane proteins, Transporters	False
Q4G176	-0.47502717	-0.46079302	-0.38109732	-0.6648177	-0.7080158	-0.50623333	-0.6648177	-0.5855255	ACSF3	ENSG00000176715	5.5	7.9	12.3	9.2	Acyl-CoA synthetase family member 3	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	False
Q969P0	-0.5311399	-0.37640896	-0.4916836	-0.6500418	-0.6870141	-0.5215616	-0.6500418	-0.5858017	IGSF8	ENSG00000162729	153.9	134.1	12.0	28.1	Immunoglobulin superfamily member 8	CD markers, Predicted intracellular proteins, Predicted membrane proteins	False
P54577	-0.4298141	-0.46617275	-0.35004815	-0.6831448	-0.7080281	-0.48851576	-0.6831448	-0.5858303	YARS1	ENSG00000134684	33.1	61.5	50.1	25.7	Tyrosyl-tRNA synthetase 1	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False
Q9UBK8	-0.4881854	-0.35832098	-0.38232017	-0.67286235	-0.76640844	-0.49880874	-0.67286235	-0.5858356	MTRR	ENSG00000124275	10.7	10.2	27.0	13.5	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	False
Q12905	-0.52381134	-0.32906353	-0.4487496	-0.6686189	-0.7108073	-0.50310796	-0.6686189	-0.5858635	ILF2	ENSG00000143621	45.8	56.0	96.4	61.8	Interleukin enhancer binding factor 2	Essential proteins, Plasma proteins, Predicted intracellular proteins	False
P78508	-0.5194925	-0.50401074	-0.4295647	-0.6367834	-0.691617	-0.53617126	-0.6367834	-0.58647734	KCNJ10	ENSG00000177807	114.4	68.4	0.1	0.1	Potassium inwardly rectifying channel subfamily J member 10	Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels	False
P09417	-0.39984685	-0.4444765	-0.39180598	-0.6882796	-0.70369637	-0.4849564	-0.6882796	-0.586618	QDPR	ENSG00000151552	718.9	265.3	101.8	43.8	Quinoid dihydropteridine reductase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False
