uniprot	cos_SMN1_P14639	cos_SMN2_Q16637	cos_ROCK2_O75116	cos_TP53_P04637	cos_PERP_P60468	sig_down	sig_up	signature_score	gene	ensembl	sc_ntpm	cortex_ntpm	skm_ntpm	heart_ntpm	description	protein_class	is_anchor	sma_papers	novelty_bucket	druggability_score	druggability_tier	druggability_note
Q8NHM5	0.40636238	0.57933056	0.40743303	0.7360074	0.73474884	0.5319687	0.7360074	0.633988	KDM2B	ENSG00000089094	7.9	10.5	14.2	7.7	Lysine demethylase 2B	Enzymes, Predicted intracellular proteins	False	1	some_prior_work	1.0	druggable	bucket=5
Q5SWX8	0.5923992	0.45204258	0.5316021	0.7059281	0.6712918	0.5618339	0.7059281	0.633881	ODR4	ENSG00000157181	11.9	8.5	8.3	9.4	Odr-4 GPCR localization factor homolog	Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9ULG6	0.59396315	0.66413105	0.5273955	0.64452493	0.70666873	0.6230396	0.64452493	0.63378227	CCPG1	ENSG00000260916	22.0	27.2	48.4	52.7	Cell cycle progression 1	Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q05469	0.4961217	0.495371	0.369245	0.7382438	0.75563055	0.5290921	0.7382438	0.63366795	LIPE	ENSG00000079435	137.2	16.4	18.7	31.2	Lipase E, hormone sensitive type	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	False	1	some_prior_work	1.0	druggable	bucket=5
Q9UHY1	0.5362481	0.5434989	0.5481972	0.6890856	0.68494076	0.57822126	0.6890856	0.6336534	NRBP1	ENSG00000115216	24.6	40.9	120.8	55.0	Nuclear receptor binding protein 1	Enzymes, Essential proteins, Predicted intracellular proteins	False	1	some_prior_work	0.6	discovery_opportunity	bucket=8
Q00587	0.3929872	0.5940311	0.29094133	0.75247896	0.7807249	0.5146711	0.75247896	0.633575	CDC42EP1	ENSG00000128283	122.5	30.1	12.7	53.2	CDC42 effector protein 1	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q53FV1	0.5788513	0.36500716	0.44355553	0.71679914	0.8129808	0.55009866	0.71679914	0.6334489	ORMDL2	ENSG00000123353	25.3	10.3	18.8	28.5	ORMDL sphingolipid biosynthesis regulator 2	Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9Y2J2	0.45410824	0.54655945	0.4505359	0.71367466	0.7616834	0.55322176	0.71367466	0.63344824	EPB41L3	ENSG00000082397	63.7	54.8	5.8	6.3	Erythrocyte membrane protein band 4.1 like 3	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	False	1	some_prior_work	1.0	druggable	bucket=4
Q9Y2H9	0.4044347	0.56648195	0.4836415	0.71373916	0.757491	0.55301225	0.71373916	0.6333757	MAST1	ENSG00000105613	6.3	47.9	0.0	0.1	Microtubule associated serine/threonine kinase 1	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	1.0	druggable	bucket=4
P62328	0.5351957	0.55298626	0.4591419	0.6781316	0.80601776	0.5883354	0.6781316	0.6332335	TMSB4X	ENSG00000205542	10458.9	3001.2	802.8	2594.9	Thymosin beta 4 X-linked	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q8NEN9	0.46234396	0.54371	0.45071912	0.7165198	0.7402139	0.5492467	0.7165198	0.63288325	PDZD8	ENSG00000165650	9.6	9.8	4.6	4.8	PDZ domain containing 8	Predicted intracellular proteins, Transporters	False	0	truly_novel	1.0	druggable	bucket=4
O75061	0.43275744	0.5556914	0.45918903	0.7220211	0.7272699	0.5437269	0.7220211	0.632874	DNAJC6	ENSG00000116675	56.1	90.0	0.4	8.3	DnaJ heat shock protein family (Hsp40) member C6	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9Y6X1	0.50316083	0.48688	0.43193793	0.6853279	0.8992142	0.58029824	0.6853279	0.6328131	SERP1	ENSG00000120742	45.1	54.6	16.0	36.8	Stress associated endoplasmic reticulum protein 1	Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q5U5Q3	0.38639563	0.543008	0.35562885	0.76002514	0.73564714	0.5051699	0.76002514	0.63259757	MEX3C	ENSG00000176624	8.6	13.6	9.1	10.1	Mex-3 RNA binding family member C	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q8N138	0.5718368	0.35919985	0.44586727	0.7186233	0.8077853	0.5461723	0.7186233	0.6323978	ORMDL3	ENSG00000172057	31.9	37.5	41.4	59.0	ORMDL sphingolipid biosynthesis regulator 3	Disease related genes, Predicted membrane proteins	False	1	some_prior_work	1.0	druggable	bucket=4
Q8N5M9	0.5362577	0.4191426	0.46546453	0.709574	0.7992853	0.5550375	0.709574	0.63230574	JAGN1	ENSG00000171135	19.9	16.7	41.0	26.4	Jagunal homolog 1	Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q7Z7A4	0.5401162	0.42664725	0.60600996	0.6963806	0.69877684	0.56788754	0.6963806	0.6321341	PXK	ENSG00000168297	121.9	42.4	16.5	16.6	PX domain containing serine/threonine kinase like	Enzymes, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q13439	0.5721471	0.49379188	0.7732564	0.64536923	0.63250434	0.6179249	0.64536923	0.6316471	GOLGA4	ENSG00000144674	25.5	17.1	110.4	58.5	Golgin A4	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q9NYP3	0.4277514	0.5871847	0.36254656	0.72030115	0.7904414	0.541981	0.72030115	0.63114107	DONSON	ENSG00000159147	5.1	4.6	4.8	5.0	DNA replication fork stabilization factor DONSON	Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q8WZ74	0.4269107	0.7169914	0.5464598	0.6731008	0.66502404	0.58884645	0.6731008	0.63097364	CTTNBP2	ENSG00000077063	12.6	7.8	0.5	1.7	Cortactin binding protein 2	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9H2Y7	0.41929483	0.66456026	0.39839834	0.70151615	0.75848377	0.56018436	0.70151615	0.63085026	ZNF106	ENSG00000103994	11.7	14.6	367.4	164.3	Zinc finger protein 106	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9P202	0.41281915	0.48796478	0.4284983	0.73757756	0.7659353	0.52380437	0.73757756	0.63069093	WHRN	ENSG00000095397	30.1	11.1	0.6	8.5	Whirlin	Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9NQC1	0.39457127	0.5940758	0.37883145	0.74351454	0.703533	0.5177529	0.74351454	0.6306337	JADE2	ENSG00000043143	10.7	11.3	9.9	10.1	Jade family PHD finger 2	Enzymes, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
P49116	0.47611457	0.56734157	0.47342345	0.7139538	0.66946286	0.5465856	0.7139538	0.6302697	NR2C2	ENSG00000177463	9.0	12.8	16.1	13.7	Nuclear receptor subfamily 2 group C member 2	Nuclear receptors, Plasma proteins, Predicted intracellular proteins, Transcription factors	False	0	truly_novel	1.0	druggable	bucket=5
O95625	0.45741493	0.50825626	0.48236838	0.7255368	0.69082856	0.534717	0.7255368	0.63012695	ZBTB11	ENSG00000066422	5.0	4.9	6.8	4.4	Zinc finger and BTB domain containing 11	Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Transcription factors	False	0	truly_novel	0.1	difficult	bucket=10
Q14789	0.54998446	0.51432204	0.66155165	0.66011226	0.67359334	0.5998629	0.66011226	0.6299876	GOLGB1	ENSG00000173230	12.1	12.9	13.3	17.4	Golgin B1	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	False	1	some_prior_work	0.1	difficult	bucket=10
O75438	0.5345001	0.47125295	0.43733448	0.6895674	0.8383491	0.5703592	0.6895674	0.6299633	NDUFB1	ENSG00000183648	382.4	546.6	925.3	1307.9	NADH:ubiquinone oxidoreductase subunit B1	Essential proteins, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	1.0	clinical_precedent	bucket=1 clinical
Q5T8D3	0.46241856	0.6942821	0.42320263	0.67941993	0.7416755	0.5803947	0.67941993	0.6299073	ACBD5	ENSG00000107897	38.7	31.3	29.1	37.7	Acyl-CoA binding domain containing 5	Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	False	0	truly_novel	1.0	druggable	bucket=4
Q99784	0.58179057	0.36030212	0.44956583	0.72594833	0.74351287	0.53379285	0.72594833	0.6298706	OLFM1	ENSG00000130558	47.6	906.9	16.4	19.5	Olfactomedin 1	Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins, Transporters	False	0	truly_novel	0.1	difficult	bucket=10
Q5T6L9	0.58349526	0.47355974	0.48195618	0.7042531	0.68258834	0.5553999	0.7042531	0.6298265	ERMARD	ENSG00000130023	11.2	8.4	14.1	6.4	ER membrane associated RNA degradation	Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
P10124	0.48410398	0.53842944	0.38167432	0.71464694	0.77320564	0.54435337	0.71464694	0.62950015	SRGN	ENSG00000122862	177.1	44.4	35.7	106.8	Serglycin	Plasma proteins, Predicted secreted proteins	False	1	some_prior_work	0.1	difficult	bucket=10
O00567	0.5769991	0.40205982	0.4780891	0.70661247	0.7517283	0.5522191	0.70661247	0.62941575	NOP56	ENSG00000101361	32.2	45.2	58.9	32.3	NOP56 ribonucleoprotein	Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=4
P13693	0.50778866	0.5298238	0.43425488	0.6912836	0.7962762	0.5670359	0.6912836	0.62915975	TPT1	ENSG00000133112	3313.7	1532.0	21778.2	4250.7	Tumor protein, translationally-controlled 1	Essential proteins, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q8NI08	0.46251392	0.6345129	0.4750461	0.6829348	0.7286842	0.5751893	0.6829348	0.62906206	NCOA7	ENSG00000111912	28.7	49.0	6.2	15.1	Nuclear receptor coactivator 7	Predicted intracellular proteins, Transporters	False	0	truly_novel	0.1	difficult	bucket=10
P50402	0.41167188	0.57377785	0.38639045	0.7158873	0.79601896	0.54196477	0.7158873	0.62892604	EMD	ENSG00000102119	20.0	21.6	93.3	36.5	Emerin	Disease related genes, Human disease related genes, Predicted membrane proteins	False	5	some_prior_work	0.1	difficult	bucket=10
Q99814	0.39218515	0.60842276	0.43451065	0.73723745	0.6437268	0.5197114	0.73723745	0.6284744	EPAS1	ENSG00000116016	25.3	46.1	75.4	114.4	Endothelial PAS domain protein 1	Cancer-related genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors	False	1	some_prior_work	1.0	clinical_precedent	bucket=1 clinical
A8K0Z3	0.5104246	0.56566906	0.38773113	0.7119871	0.71595	0.5449437	0.7119871	0.6284654	WASHC1	ENSG00000181404	17.0	17.7	21.5	17.5	WASH complex subunit 1	Predicted intracellular proteins, Transporters	False	0	truly_novel	0.1	difficult	bucket=10
Q05682	0.5212086	0.5804968	0.5448653	0.6654195	0.7173281	0.5909747	0.6654195	0.6281971	CALD1	ENSG00000122786	24.8	22.9	41.3	97.4	Caldesmon 1	Plasma proteins, Predicted intracellular proteins	False	3	some_prior_work	0.1	difficult	bucket=10
Q9BQI3	0.42382193	0.5046312	0.4978819	0.7275704	0.68885565	0.5287977	0.7275704	0.6281841	EIF2AK1	ENSG00000086232	36.4	34.3	35.8	31.6	Eukaryotic translation initiation factor 2 alpha kinase 1	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=5
Q8N2Y8	0.3560163	0.6220223	0.32180494	0.744765	0.7455415	0.5113463	0.744765	0.62805563	RUSC2	ENSG00000198853	24.6	55.7	43.1	24.9	RUN and SH3 domain containing 2	Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters	False	0	truly_novel	1.0	druggable	bucket=4
Q86W74	0.5018176	0.42035753	0.48796803	0.7048107	0.7925086	0.55066293	0.7048107	0.6277368	ANKRD46	ENSG00000186106	24.6	39.5	58.3	18.8	Ankyrin repeat domain 46	Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9NX95	0.41486943	0.70374393	0.40182164	0.69976693	0.7021991	0.5556585	0.69976693	0.6277127	SYBU	ENSG00000147642	11.8	65.4	3.5	6.6	Syntabulin	Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
O60841	0.5585849	0.5563103	0.5647116	0.64855	0.74548405	0.6062727	0.64855	0.62741137	EIF5B	ENSG00000158417	76.3	36.4	97.3	84.3	Eukaryotic translation initiation factor 5B	Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins	False	1	some_prior_work	1.0	druggable	bucket=4
Q92609	0.46125567	0.5289268	0.46195883	0.70809484	0.733598	0.5464348	0.70809484	0.62726486	TBC1D5	ENSG00000131374	18.2	22.9	7.6	15.0	TBC1 domain family member 5	Predicted intracellular proteins, Predicted membrane proteins, Transporters	False	0	truly_novel	0.1	difficult	bucket=10
P35251	0.50208616	0.49692422	0.5074183	0.6937937	0.73217326	0.5596505	0.6937937	0.6267221	RFC1	ENSG00000035928	16.1	15.1	10.9	15.4	Replication factor C subunit 1	Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q9NZS9	0.5270829	0.4801048	0.44846174	0.6982471	0.76475346	0.55510074	0.6982471	0.62667394	BFAR	ENSG00000103429	16.2	12.0	44.1	23.9	Bifunctional apoptosis regulator	Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9H5J8	0.4473039	0.58731717	0.39205974	0.6978568	0.79212034	0.55470026	0.6978568	0.6262785	TAF1D	ENSG00000166012	6.1	10.5	16.8	8.8	TATA-box binding protein associated factor, RNA polymerase I subunit D	Essential proteins, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9NRH2	0.42015678	0.51319003	0.47698724	0.7072832	0.7702418	0.54514396	0.7072832	0.62621355	SNRK	ENSG00000163788	6.8	14.5	13.5	15.2	SNF related kinase	Enzymes, Predicted intracellular proteins	False	1	some_prior_work	1.0	druggable	bucket=5
Q86UP2	0.5971559	0.52669597	0.68536335	0.6368614	0.65079486	0.6150025	0.6368614	0.625932	KTN1	ENSG00000126777	118.9	55.0	354.1	124.6	Kinectin 1	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9NRP0	0.51795805	0.43564773	0.43964502	0.6951684	0.8317275	0.5562446	0.6951684	0.6257065	OSTC	ENSG00000198856	30.3	19.6	23.7	50.3	Oligosaccharyltransferase complex non-catalytic subunit	Essential proteins, Predicted membrane proteins, Transporters	False	0	truly_novel	1.0	druggable	bucket=4
Q14669	0.4704919	0.5632073	0.4478095	0.6975221	0.7340245	0.5538833	0.6975221	0.62570274	TRIP12	ENSG00000153827	22.2	26.2	73.9	35.0	Thyroid hormone receptor interactor 12	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q8N6I4	0.48565632	0.4414791	0.41525623	0.7078292	0.83169246	0.54352105	0.7078292	0.6256751	TMEM251	ENSG00000153485	15.1	13.2	29.1	24.1	Transmembrane protein 251	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	False	0	truly_novel	0.1	difficult	bucket=10
Q12874	0.60660815	0.36317435	0.52509826	0.6975913	0.71963584	0.55362916	0.6975913	0.62561023	SF3A3	ENSG00000183431	16.7	20.6	51.9	22.2	Splicing factor 3a subunit 3	Essential proteins, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q8WXD2	0.5834794	0.53061634	0.47304317	0.66406024	0.75968516	0.58670604	0.66406024	0.62538314	SCG3	ENSG00000104112	26.1	155.7	0.1	0.2	Secretogranin III	Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q05209	0.44411033	0.5537123	0.46923068	0.70142365	0.73023677	0.5493225	0.70142365	0.62537307	PTPN12	ENSG00000127947	30.3	19.0	23.6	37.5	Protein tyrosine phosphatase non-receptor type 12	Enzymes, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=5
Q9BRN9	0.5198743	0.46433628	0.3461843	0.7195146	0.7933477	0.53093565	0.7195146	0.6252251	TM2D3	ENSG00000184277	38.8	74.3	42.6	45.5	TM2 domain containing 3	Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
P78344	0.54040635	0.43182713	0.56875455	0.69564986	0.67731833	0.5545766	0.69564986	0.62511325	EIF4G2	ENSG00000110321	186.7	195.2	424.5	353.6	Eukaryotic translation initiation factor 4 gamma 2	Essential proteins, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q96QB1	0.4157377	0.71833295	0.41133308	0.68750226	0.70475227	0.562539	0.68750226	0.6250206	DLC1	ENSG00000164741	15.8	9.4	6.7	20.8	DLC1 Rho GTPase activating protein	Cancer-related genes, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9H3R0	0.49356586	0.50416505	0.45963603	0.7030829	0.72590756	0.5458186	0.7030829	0.6244508	KDM4C	ENSG00000107077	9.7	7.3	7.9	7.5	Lysine demethylase 4C	Enzymes, Plasma proteins, Predicted intracellular proteins	False	1	some_prior_work	1.0	druggable	bucket=4
Q9Y2X3	0.6109881	0.3493718	0.5186933	0.6905724	0.7507268	0.55744505	0.6905724	0.6240087	NOP58	ENSG00000055044	17.7	21.1	40.6	24.0	NOP58 ribonucleoprotein	Essential proteins, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q92785	0.40701303	0.57814974	0.4373482	0.70744616	0.7384398	0.54023767	0.70744616	0.6238419	DPF2	ENSG00000133884	35.5	24.6	37.1	33.2	Double PHD fingers 2	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
P17600	0.45311302	0.4913893	0.3890373	0.71445537	0.7992747	0.5332036	0.71445537	0.6238295	SYN1	ENSG00000008056	18.7	311.6	1.8	14.1	Synapsin I	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False	2	some_prior_work	0.1	difficult	bucket=10
O15231	0.3998943	0.65201503	0.3383901	0.7079413	0.767608	0.5394769	0.7079413	0.6237091	ZNF185	ENSG00000147394	5.7	3.4	2.7	1.6	Zinc finger protein 185 with LIM domain	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q07343	0.43008298	0.4753812	0.50030947	0.71366006	0.7273989	0.5332931	0.71366006	0.6234766	PDE4B	ENSG00000184588	37.9	36.5	41.7	20.5	Phosphodiesterase 4B	Enzymes, FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	False	3	some_prior_work	1.0	clinical_precedent	bucket=1 clinical
Q14494	0.42232013	0.5914169	0.35490775	0.7268974	0.7076508	0.51907384	0.7268974	0.6229856	NFE2L1	ENSG00000082641	107.1	98.3	1273.4	403.4	NFE2 like bZIP transcription factor 1	Plasma proteins, Predicted intracellular proteins, Transcription factors	False	0	truly_novel	0.1	difficult	bucket=10
Q9Y2K2	0.3591687	0.55019903	0.4554702	0.7318982	0.68978286	0.5136552	0.7318982	0.6227767	SIK3	ENSG00000160584	11.3	23.9	17.9	12.1	SIK family kinase 3	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	False	1	some_prior_work	1.0	druggable	bucket=4
Q9ULD2	0.4218195	0.6644519	0.4426992	0.68500966	0.7118472	0.56020445	0.68500966	0.62260705	MTUS1	ENSG00000129422	94.5	33.6	100.4	79.7	Microtubule associated scaffold protein 1	Disease related genes, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q63HR2	0.38701135	0.55000186	0.31978247	0.754628	0.704873	0.49041718	0.754628	0.6225226	TNS2	ENSG00000111077	49.9	35.6	65.7	96.4	Tensin 2	Enzymes, Metabolic proteins, Predicted intracellular proteins	False	1	some_prior_work	0.1	difficult	bucket=10
Q6P158	0.4472733	0.45977062	0.4874568	0.70643	0.75899476	0.5383739	0.70643	0.62240195	DHX57	ENSG00000163214	5.4	7.4	8.6	5.0	DExH-box helicase 57	Enzymes, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q8IZN3	0.412737	0.50260854	0.37320566	0.7266966	0.78364325	0.51804864	0.7266966	0.6223726	ZDHHC14	ENSG00000175048	11.3	6.3	2.2	4.9	Zinc finger DHHC-type palmitoyltransferase 14	Enzymes, Metabolic proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9H3P2	0.41596374	0.63300186	0.38436055	0.71956027	0.66717446	0.52512515	0.71956027	0.6223427	NELFA	ENSG00000185049	12.0	16.1	16.6	11.4	Negative elongation factor complex member A	Essential proteins, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q8N4H5	0.5227052	0.4604938	0.44512588	0.6797972	0.82714856	0.5638684	0.6797972	0.6218328	TOMM5	ENSG00000175768	61.0	86.7	135.0	86.2	Translocase of outer mitochondrial membrane 5	Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q9NPH2	0.5131227	0.36271682	0.3653021	0.7395345	0.7728709	0.5035031	0.7395345	0.6215188	ISYNA1	ENSG00000105655	9.9	19.9	12.7	36.2	Inositol-3-phosphate synthase 1	Enzymes, Metabolic proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9NUQ7	0.49241766	0.46240062	0.4326604	0.70667577	0.7563458	0.5359561	0.70667577	0.62131596	UFSP2	ENSG00000109775	20.0	15.9	45.5	30.1	UFM1 specific peptidase 2	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q8N6T3	0.49272394	0.5666747	0.44612852	0.6698012	0.7856412	0.57279205	0.6698012	0.62129664	ARFGAP1	ENSG00000101199	15.0	29.9	13.8	13.9	ADP ribosylation factor GTPase activating protein 1	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q9Y284	0.46514353	0.45788443	0.41460276	0.71006787	0.7917211	0.53233796	0.71006787	0.62120295	WDR83OS	ENSG00000105583	187.7	139.2	249.0	221.9	WD repeat domain 83 opposite strand	Predicted membrane proteins, Transporters	False	0	truly_novel	0.1	difficult	bucket=10
Q9H0F5	0.4143116	0.5657048	0.31177616	0.73693895	0.7298615	0.50541353	0.73693895	0.62117624	RNF38	ENSG00000137075	9.1	18.4	12.0	14.7	Ring finger protein 38	Enzymes, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q9NWF9	0.47475547	0.4952915	0.4304512	0.7266495	0.6591746	0.5149182	0.7266495	0.62078387	RNF216	ENSG00000011275	10.0	12.3	17.3	20.3	Ring finger protein 216	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q13651	0.43248296	0.5556213	0.34444112	0.7370938	0.6810374	0.5033957	0.7370938	0.62024474	IL10RA	ENSG00000110324	6.8	3.2	1.5	4.7	Interleukin 10 receptor subunit alpha	CD markers, Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	False	1	some_prior_work	0.1	difficult	bucket=10
Q9UKJ3	0.42842382	0.63909256	0.392977	0.6880187	0.74789876	0.55209804	0.6880187	0.62005836	GPATCH8	ENSG00000186566	13.6	14.6	39.6	18.1	G-patch domain containing 8	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q7Z5J4	0.40726572	0.6604981	0.3779549	0.69935703	0.71644294	0.54054046	0.69935703	0.61994874	RAI1	ENSG00000108557	5.0	14.2	5.5	12.0	Retinoic acid induced 1	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
A2RRP1	0.52571285	0.53077	0.5093541	0.6787807	0.67036086	0.5590494	0.6787807	0.6189151	NBAS	ENSG00000151779	9.9	13.5	18.6	18.7	NBAS subunit of NRZ tethering complex	Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
P29692	0.4940413	0.4673119	0.4784948	0.6807227	0.7885203	0.5570921	0.6807227	0.6189074	EEF1D	ENSG00000104529	346.3	163.3	771.3	572.5	Eukaryotic translation elongation factor 1 delta	Plasma proteins, Predicted intracellular proteins	False	1	some_prior_work	0.1	difficult	bucket=10
O60477	0.49552327	0.45294154	0.42396978	0.6998606	0.7784211	0.53771394	0.6998606	0.6187873	BRINP1	ENSG00000078725	7.6	37.8	0.3	1.7	BMP/retinoic acid inducible neural specific 1	Predicted intracellular proteins, Transporters	False	0	truly_novel	0.1	difficult	bucket=10
Q15417	0.54212373	0.3634977	0.4812453	0.7009255	0.7578872	0.5361885	0.7009255	0.618557	CNN3	ENSG00000117519	113.7	155.8	27.8	133.3	Calponin 3	Plasma proteins, Predicted intracellular proteins	False	1	some_prior_work	0.1	difficult	bucket=10
Q9BZL3	0.49178088	0.41330123	0.3879785	0.70520777	0.830513	0.5308934	0.70520777	0.6180506	SMIM3	ENSG00000256235	14.4	11.9	22.8	56.5	Small integral membrane protein 3	Essential proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q86X29	0.40737256	0.49892235	0.36293215	0.7231303	0.78215516	0.5128455	0.7231303	0.6179879	LSR	ENSG00000105699	9.3	8.2	4.2	7.5	Lipolysis stimulated lipoprotein receptor	Disease related genes, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
P49589	0.5789008	0.3581876	0.5118264	0.6947357	0.71444494	0.5408399	0.6947357	0.61778784	CARS1	ENSG00000110619	16.3	20.9	30.3	12.6	Cysteinyl-tRNA synthetase 1	Cancer-related genes, Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
P24001	0.48931855	0.54523337	0.38250273	0.6938968	0.74960124	0.541664	0.6938968	0.6177804	IL32	ENSG00000008517	25.9	11.8	509.6	184.2	Interleukin 32	Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	False	3	some_prior_work	0.1	difficult	bucket=10
